id,address_key,line1,line2,city,province_name,province_code,postal_code,country_code,created_at
67,1063,Calle 8544,Piso 6 Dto A,Villa Carlos Paz,Córdoba,CBA,1099,AR,2023-08-14 09:05:30
68,1064,Calle 3154,,Rosario,Santa Fe,SF,4345,AR,2023-11-17 01:15:12
69,1065,Calle 8993,,Mar del Plata,Buenos Aires,BA,7983,AR,2025-04-30 13:47:24
70,1066,Calle 3237,,Mar del Plata,Buenos Aires,BA,5079,AR,2024-08-18 20:24:48
71,1067,Calle 3300,,La Plata,Buenos Aires,BA,6891,AR,2025-01-13 15:37:48
72,1068,Calle 7232,Piso 7 Dto C,La Plata,Buenos Aires,BA,3553,AR,2025-05-23 18:17:22
73,1069,Calle 7003,,La Plata,Buenos Aires,BA,3878,AR,2024-06-08 16:31:50
74,1070,Calle 7432,Piso 5 Dto B,La Plata,Buenos Aires,BA,2178,AR,2024-10-04 15:52:09
75,1071,Calle 3207,,La Plata,Buenos Aires,BA,1210,AR,2025-06-21 19:26:30
76,1072,Calle 8052,Piso 7 Dto B,Villa Carlos Paz,Córdoba,CBA,7113,AR,2024-12-22 13:57:10
77,1073,Calle 9639,,Mar del Plata,Buenos Aires,BA,3039,AR,2024-12-23 19:21:12
78,1074,Calle 3183,Piso 7 Dto B,Mendoza,Mendoza,MZA,9349,AR,2025-06-03 01:08:33
79,1075,Calle 946,Piso 11 Dto B,Villa Carlos Paz,Córdoba,CBA,5043,AR,2024-05-16 11:34:11
80,1076,Calle 463,,La Plata,Buenos Aires,BA,5281,AR,2025-04-12 13:10:51
81,1077,Calle 4167,,Mendoza,Mendoza,MZA,1202,AR,2023-11-03 08:02:01
82,1078,Calle 6298,,Rafaela,Santa Fe,SF,9495,AR,2024-02-23 07:50:27
83,1079,Calle 6994,Piso 5 Dto C,Rosario,Santa Fe,SF,9202,AR,2025-08-11 07:11:08
84,1080,Calle 9603,Piso 5 Dto C,Villa Carlos Paz,Córdoba,CBA,2456,AR,2023-10-22 18:01:57
85,1081,Calle 2339,,Villa Carlos Paz,Córdoba,CBA,7520,AR,2024-08-26 14:48:48
86,1082,Calle 8057,,CABA,Buenos Aires,BA,7845,AR,2025-07-29 12:00:05
87,1083,Calle 7061,Piso 3 Dto A,La Plata,Buenos Aires,BA,4053,AR,2023-11-30 16:15:44
88,1084,Calle 8235,,CABA,Buenos Aires,BA,4041,AR,2024-03-13 03:37:04
89,1085,Calle 3144,Piso 5 Dto B,CABA,Buenos Aires,BA,2789,AR,2024-01-19 01:37:52
90,1086,Calle 6189,,CABA,Buenos Aires,BA,6605,AR,2023-06-21 02:03:10
91,1087,Calle 7950,,Villa Carlos Paz,Córdoba,CBA,2000,AR,2024-06-22 08:12:33
92,1088,Calle 9543,,Rosario,Santa Fe,SF,9557,AR,2023-05-17 06:44:43
93,1089,Calle 4356,Piso 8 Dto B,Mar del Plata,Buenos Aires,BA,8036,AR,2024-10-09 19:30:03
94,1090,Calle 5165,Piso 4 Dto B,La Plata,Buenos Aires,BA,7200,AR,2023-08-02 22:07:09
95,1091,Calle 1642,Piso 1 Dto B,Godoy Cruz,Mendoza,MZA,3275,AR,2023-06-14 21:26:08
96,1092,Calle 4579,Piso 12 Dto A,Río Cuarto,Córdoba,CBA,8404,AR,2025-05-13 04:43:07
97,1093,Calle 3080,Piso 1 Dto C,Mar del Plata,Buenos Aires,BA,1272,AR,2024-11-15 13:26:18
98,1094,Calle 5334,,Rafaela,Santa Fe,SF,8938,AR,2025-01-16 15:14:22
99,1095,Calle 5708,,Córdoba,Córdoba,CBA,7305,AR,2024-08-04 12:00:20
100,1096,Calle 2346,,Río Cuarto,Córdoba,CBA,3094,AR,2025-06-17 11:59:29
101,1097,Calle 8991,Piso 8 Dto A,Santa Fe,Santa Fe,SF,2895,AR,2025-05-24 00:32:46
102,1098,Calle 3988,,Córdoba,Córdoba,CBA,2728,AR,2025-03-11 14:00:04
103,1099,Calle 2626,Piso 6 Dto B,Mendoza,Mendoza,MZA,4610,AR,2024-06-09 05:05:17
104,1100,Calle 2017,Piso 11 Dto A,Río Cuarto,Córdoba,CBA,2481,AR,2024-10-03 23:43:29
105,1101,Calle 9842,Piso 2 Dto C,Rafaela,Santa Fe,SF,7176,AR,2024-12-18 20:57:43
106,1102,Calle 7160,Piso 4 Dto A,Río Cuarto,Córdoba,CBA,2895,AR,2024-07-31 00:23:25
107,1103,Calle 5575,,CABA,Buenos Aires,BA,2902,AR,2024-11-27 06:13:48
108,1104,Calle 6230,,La Plata,Buenos Aires,BA,6092,AR,2023-08-10 03:14:15
109,1105,Calle 6360,Piso 7 Dto B,Córdoba,Córdoba,CBA,3069,AR,2025-07-21 09:44:09
110,1106,Calle 3640,,Río Cuarto,Córdoba,CBA,9819,AR,2025-04-20 12:30:57
111,1107,Calle 3587,Piso 8 Dto C,La Plata,Buenos Aires,BA,3415,AR,2024-07-19 05:39:01
112,1108,Calle 563,Piso 10 Dto B,Mar del Plata,Buenos Aires,BA,9230,AR,2023-11-13 19:04:19
113,1109,Calle 9404,,Mar del Plata,Buenos Aires,BA,9110,AR,2024-07-31 19:43:30
114,1110,Calle 964,,Villa Carlos Paz,Córdoba,CBA,4687,AR,2023-07-26 15:48:49
115,1111,Calle 7988,Piso 12 Dto B,Mendoza,Mendoza,MZA,3608,AR,2023-06-08 12:01:55
116,1112,Calle 6922,Piso 11 Dto B,La Plata,Buenos Aires,BA,7412,AR,2025-01-02 11:53:20
117,1113,Calle 4638,,Mar del Plata,Buenos Aires,BA,9978,AR,2025-01-06 16:54:04
118,1114,Calle 9510,Piso 1 Dto C,La Plata,Buenos Aires,BA,8496,AR,2024-01-15 06:58:19
119,1115,Calle 7905,,Villa Carlos Paz,Córdoba,CBA,4573,AR,2024-03-04 22:32:58
120,1116,Calle 5935,,Córdoba,Córdoba,CBA,3418,AR,2024-12-10 23:01:02
121,1117,Calle 2757,Piso 1 Dto A,Godoy Cruz,Mendoza,MZA,8763,AR,2024-02-09 01:11:56
122,1118,Calle 8445,Piso 11 Dto B,Mendoza,Mendoza,MZA,3434,AR,2025-01-22 13:59:16
123,1119,Calle 3947,Piso 7 Dto B,CABA,Buenos Aires,BA,3826,AR,2024-12-09 02:52:08
124,1120,Calle 1469,Piso 8 Dto C,Rafaela,Santa Fe,SF,5509,AR,2025-03-27 11:12:44
125,1121,Calle 1911,Piso 2 Dto A,CABA,Buenos Aires,BA,9351,AR,2024-04-19 10:11:10
126,1122,Calle 9382,,Mar del Plata,Buenos Aires,BA,3967,AR,2024-12-22 11:03:42
127,1123,Calle 7106,,Mar del Plata,Buenos Aires,BA,2629,AR,2024-09-22 05:24:54
128,1124,Calle 3030,,Mar del Plata,Buenos Aires,BA,7451,AR,2025-09-15 19:25:31
129,1125,Calle 8005,,Rafaela,Santa Fe,SF,4399,AR,2023-11-04 06:13:58
130,1126,Calle 2949,Piso 1 Dto C,Mar del Plata,Buenos Aires,BA,6149,AR,2023-11-13 03:27:41
131,1127,Calle 3379,,Mar del Plata,Buenos Aires,BA,5206,AR,2023-06-29 09:05:29
132,1128,Calle 8293,,CABA,Buenos Aires,BA,7931,AR,2023-05-06 03:11:24
133,1129,Calle 8511,Piso 5 Dto C,CABA,Buenos Aires,BA,3291,AR,2025-06-05 21:02:01
134,1130,Calle 5770,,Río Cuarto,Córdoba,CBA,2622,AR,2023-07-14 11:51:44
135,1131,Calle 2322,,CABA,Buenos Aires,BA,4539,AR,2024-11-13 18:55:10
136,1132,Calle 6915,Piso 2 Dto C,Mar del Plata,Buenos Aires,BA,5270,AR,2024-12-19 01:52:34
137,1133,Calle 6555,Piso 8 Dto A,Córdoba,Córdoba,CBA,7968,AR,2023-12-14 12:31:17
138,1134,Calle 4414,,CABA,Buenos Aires,BA,7097,AR,2025-09-27 14:06:09
139,1135,Calle 9912,,Río Cuarto,Córdoba,CBA,6183,AR,2025-03-09 14:47:28
140,1136,Calle 4056,,Mar del Plata,Buenos Aires,BA,9707,AR,2023-10-23 20:43:45
141,1137,Calle 1081,,Villa Carlos Paz,Córdoba,CBA,6944,AR,2024-10-05 02:25:40
142,1138,Calle 3699,,Rosario,Santa Fe,SF,7179,AR,2024-04-15 05:10:11
143,1139,Calle 2024,Piso 3 Dto C,CABA,Buenos Aires,BA,9021,AR,2023-10-01 10:00:36
144,1140,Calle 9375,Piso 5 Dto C,Mar del Plata,Buenos Aires,BA,2623,AR,2023-07-19 12:12:03
145,1141,Calle 2961,Piso 6 Dto C,La Plata,Buenos Aires,BA,8812,AR,2023-11-20 04:14:11
146,1142,Calle 8415,,Mar del Plata,Buenos Aires,BA,3337,AR,2024-12-14 10:42:44
147,1143,Calle 867,Piso 12 Dto C,Villa Carlos Paz,Córdoba,CBA,5081,AR,2025-02-13 17:15:25
148,1144,Calle 7192,Piso 6 Dto B,Córdoba,Córdoba,CBA,5519,AR,2025-02-28 12:14:17
149,1145,Calle 3749,,Mar del Plata,Buenos Aires,BA,6007,AR,2025-01-26 11:58:10
150,1146,Calle 1303,,Rosario,Santa Fe,SF,2534,AR,2024-01-17 11:51:48
151,1147,Calle 4684,,Córdoba,Córdoba,CBA,7946,AR,2025-07-04 05:03:10
152,1148,Calle 7859,,Mendoza,Mendoza,MZA,7643,AR,2023-05-27 14:14:21
153,1149,Calle 120,Piso 12 Dto B,Río Cuarto,Córdoba,CBA,5001,AR,2025-08-03 09:25:14
154,1150,Calle 9952,,Córdoba,Córdoba,CBA,3864,AR,2023-08-30 16:45:54
155,1151,Calle 8417,Piso 6 Dto A,CABA,Buenos Aires,BA,9118,AR,2024-12-14 21:40:38
156,1152,Calle 5538,,CABA,Buenos Aires,BA,5752,AR,2024-08-12 18:09:50
157,1153,Calle 3491,Piso 1 Dto C,La Plata,Buenos Aires,BA,4562,AR,2024-08-21 12:30:20
158,1154,Calle 8447,Piso 1 Dto B,San Rafael,Mendoza,MZA,1942,AR,2024-11-08 15:06:00
159,1155,Calle 5383,,La Plata,Buenos Aires,BA,1084,AR,2024-10-30 06:34:11
160,1156,Calle 6588,,Rosario,Santa Fe,SF,8058,AR,2025-06-08 08:48:32
161,1157,Calle 8427,,Mar del Plata,Buenos Aires,BA,8985,AR,2023-05-16 17:38:25
162,1158,Calle 4099,Piso 4 Dto B,Mar del Plata,Buenos Aires,BA,7132,AR,2024-08-12 22:09:06
163,1159,Calle 8789,Piso 5 Dto A,CABA,Buenos Aires,BA,8198,AR,2024-01-12 09:37:12
164,1160,Calle 7111,,Mar del Plata,Buenos Aires,BA,2813,AR,2024-02-24 11:34:21
165,1161,Calle 6465,Piso 7 Dto C,CABA,Buenos Aires,BA,1517,AR,2024-01-10 00:52:59
166,1162,Calle 4355,Piso 2 Dto B,Villa Carlos Paz,Córdoba,CBA,9119,AR,2023-11-19 23:05:00
167,1163,Calle 8223,Piso 12 Dto C,La Plata,Buenos Aires,BA,3153,AR,2023-10-23 11:08:04
168,1164,Calle 2067,,Mendoza,Mendoza,MZA,4874,AR,2023-07-25 20:11:08
169,1165,Calle 7040,,Villa Carlos Paz,Córdoba,CBA,8116,AR,2025-05-20 22:53:35
170,1166,Calle 1354,,La Plata,Buenos Aires,BA,9376,AR,2024-02-20 06:39:16
171,1167,Calle 4318,Piso 12 Dto A,CABA,Buenos Aires,BA,4250,AR,2025-05-11 04:00:18
172,1168,Calle 8231,,Córdoba,Córdoba,CBA,3436,AR,2024-04-26 08:03:45
173,1169,Calle 629,,La Plata,Buenos Aires,BA,7984,AR,2023-06-02 10:27:45
174,1170,Calle 835,Piso 7 Dto B,Córdoba,Córdoba,CBA,4791,AR,2024-04-14 12:22:48
175,1171,Calle 1006,,La Plata,Buenos Aires,BA,5985,AR,2023-10-23 23:08:45
176,1172,Calle 5752,,La Plata,Buenos Aires,BA,6240,AR,2023-07-18 21:01:51
177,1173,Calle 855,Piso 11 Dto C,CABA,Buenos Aires,BA,4473,AR,2024-07-22 05:23:15
178,1174,Calle 1651,Piso 7 Dto A,Mar del Plata,Buenos Aires,BA,9049,AR,2024-11-20 19:17:28
179,1175,Calle 1588,,CABA,Buenos Aires,BA,6426,AR,2024-11-16 02:58:32
180,1176,Calle 9649,Piso 9 Dto C,Villa Carlos Paz,Córdoba,CBA,4903,AR,2024-07-07 16:02:52
181,1177,Calle 1430,,La Plata,Buenos Aires,BA,1672,AR,2024-02-25 19:52:45
182,1178,Calle 1617,Piso 2 Dto C,La Plata,Buenos Aires,BA,5939,AR,2025-05-11 15:24:07
183,1179,Calle 8742,,Mendoza,Mendoza,MZA,3094,AR,2024-02-27 19:20:41
184,1180,Calle 4138,Piso 9 Dto B,Mar del Plata,Buenos Aires,BA,8347,AR,2023-11-04 10:04:04
185,1181,Calle 7911,,Mendoza,Mendoza,MZA,3735,AR,2024-07-04 21:00:07
186,1182,Calle 4746,,Córdoba,Córdoba,CBA,4116,AR,2025-01-12 11:38:38
187,1183,Calle 8413,Piso 2 Dto A,Mar del Plata,Buenos Aires,BA,9344,AR,2024-12-22 18:09:56
188,1184,Calle 6568,,Villa Carlos Paz,Córdoba,CBA,4015,AR,2023-05-11 14:14:17
189,1185,Calle 9702,Piso 12 Dto A,CABA,Buenos Aires,BA,9254,AR,2025-07-29 16:08:52
190,1186,Calle 4856,,CABA,Buenos Aires,BA,3803,AR,2024-04-17 20:41:42
191,1187,Calle 4782,,CABA,Buenos Aires,BA,5550,AR,2023-11-28 13:31:58
192,1188,Calle 4080,,CABA,Buenos Aires,BA,1022,AR,2024-10-26 18:19:06
193,1189,Calle 5318,Piso 2 Dto C,Villa Carlos Paz,Córdoba,CBA,3189,AR,2025-01-29 08:07:33
194,1190,Calle 5319,,Santa Fe,Santa Fe,SF,6824,AR,2024-04-10 15:20:08
195,1191,Calle 2896,,Villa Carlos Paz,Córdoba,CBA,7258,AR,2024-06-08 18:31:23
196,1192,Calle 9902,Piso 9 Dto A,Rafaela,Santa Fe,SF,4614,AR,2024-09-20 17:24:07
197,1193,Calle 6480,,Mar del Plata,Buenos Aires,BA,8109,AR,2024-11-28 15:53:44
198,1194,Calle 1536,Piso 8 Dto A,La Plata,Buenos Aires,BA,4031,AR,2024-02-03 13:52:38
199,1195,Calle 2956,,La Plata,Buenos Aires,BA,6081,AR,2024-01-14 02:02:50
200,1196,Calle 9959,,Santa Fe,Santa Fe,SF,2180,AR,2025-02-26 09:09:32
201,1197,Calle 6595,,Mar del Plata,Buenos Aires,BA,1193,AR,2023-10-07 22:12:06
202,1198,Calle 1803,,CABA,Buenos Aires,BA,3165,AR,2024-05-25 18:53:45
203,1199,Calle 2337,,Santa Fe,Santa Fe,SF,1153,AR,2023-10-18 04:36:11
204,1200,Calle 1393,Piso 4 Dto A,La Plata,Buenos Aires,BA,8279,AR,2024-01-14 10:27:56
205,1201,Calle 2532,Piso 4 Dto A,La Plata,Buenos Aires,BA,9906,AR,2023-11-13 04:35:16
206,1202,Calle 1685,,CABA,Buenos Aires,BA,9381,AR,2025-02-09 02:56:05
207,1203,Calle 394,Piso 4 Dto B,CABA,Buenos Aires,BA,3414,AR,2024-11-04 20:20:53
208,1204,Calle 6304,,Córdoba,Córdoba,CBA,9057,AR,2024-01-24 09:37:11
209,1205,Calle 1667,,Mendoza,Mendoza,MZA,6467,AR,2023-11-05 20:26:38
210,1206,Calle 711,,CABA,Buenos Aires,BA,8022,AR,2025-08-07 01:45:06
211,1207,Calle 6968,Piso 3 Dto C,CABA,Buenos Aires,BA,5702,AR,2024-10-28 04:45:34
212,1208,Calle 8180,Piso 11 Dto B,Santa Fe,Santa Fe,SF,2251,AR,2023-05-09 09:13:48
213,1209,Calle 2402,Piso 6 Dto A,Rosario,Santa Fe,SF,8318,AR,2025-05-18 05:14:17
214,1210,Calle 9468,Piso 7 Dto C,Rosario,Santa Fe,SF,3370,AR,2023-09-23 12:06:33
215,1211,Calle 2980,Piso 7 Dto B,CABA,Buenos Aires,BA,9097,AR,2025-02-22 09:36:17
216,1212,Calle 9859,,La Plata,Buenos Aires,BA,5028,AR,2024-12-21 06:10:48
217,1213,Calle 8827,,La Plata,Buenos Aires,BA,7301,AR,2023-09-12 21:29:40
218,1214,Calle 8634,,Villa Carlos Paz,Córdoba,CBA,2429,AR,2024-05-05 08:37:59
219,1215,Calle 282,Piso 6 Dto C,CABA,Buenos Aires,BA,3188,AR,2023-10-24 02:55:30
220,1216,Calle 5913,Piso 3 Dto B,La Plata,Buenos Aires,BA,3361,AR,2025-09-08 17:25:28
221,1217,Calle 3974,,Godoy Cruz,Mendoza,MZA,3257,AR,2023-11-04 02:52:03
222,1218,Calle 2345,,San Rafael,Mendoza,MZA,7958,AR,2024-12-03 09:23:33
223,1219,Calle 9530,,CABA,Buenos Aires,BA,1494,AR,2023-12-20 04:19:55
224,1220,Calle 4015,Piso 2 Dto A,CABA,Buenos Aires,BA,3452,AR,2024-02-13 09:16:43
225,1221,Calle 8642,Piso 12 Dto B,CABA,Buenos Aires,BA,7742,AR,2024-10-11 00:50:04
226,1222,Calle 217,,Mar del Plata,Buenos Aires,BA,1983,AR,2023-06-24 21:29:13
227,1223,Calle 8246,Piso 3 Dto A,Córdoba,Córdoba,CBA,7940,AR,2025-04-10 17:24:05
228,1224,Calle 9373,,Villa Carlos Paz,Córdoba,CBA,7941,AR,2024-01-04 13:57:05
229,1225,Calle 8545,,CABA,Buenos Aires,BA,7560,AR,2023-07-31 23:42:46
230,1226,Calle 9164,Piso 10 Dto A,CABA,Buenos Aires,BA,8821,AR,2024-09-03 12:33:24
231,1227,Calle 6234,Piso 3 Dto A,Villa Carlos Paz,Córdoba,CBA,7950,AR,2024-03-03 12:04:57
232,1228,Calle 1275,Piso 6 Dto C,CABA,Buenos Aires,BA,1459,AR,2024-05-12 02:19:21
233,1229,Calle 1745,,Mar del Plata,Buenos Aires,BA,6064,AR,2024-02-21 15:35:47
234,1230,Calle 531,,Río Cuarto,Córdoba,CBA,1735,AR,2025-09-27 17:43:30
235,1231,Calle 749,,Godoy Cruz,Mendoza,MZA,6056,AR,2023-05-19 04:06:35
236,1232,Calle 6524,Piso 9 Dto A,Godoy Cruz,Mendoza,MZA,7400,AR,2024-11-08 18:34:32
237,1233,Calle 1596,,San Rafael,Mendoza,MZA,9227,AR,2023-12-25 07:21:52
238,1234,Calle 7815,Piso 10 Dto A,La Plata,Buenos Aires,BA,3641,AR,2023-12-27 09:44:20
239,1235,Calle 1529,,Córdoba,Córdoba,CBA,3307,AR,2024-01-11 04:16:05
240,1236,Calle 8460,Piso 12 Dto C,San Rafael,Mendoza,MZA,8331,AR,2023-11-25 19:24:00
241,1237,Calle 7060,Piso 1 Dto C,La Plata,Buenos Aires,BA,4917,AR,2024-03-25 09:23:51
242,1238,Calle 1229,Piso 3 Dto C,San Rafael,Mendoza,MZA,2595,AR,2023-05-29 05:04:08
243,1239,Calle 8965,,La Plata,Buenos Aires,BA,8451,AR,2024-09-04 08:16:51
244,1240,Calle 2646,Piso 2 Dto B,La Plata,Buenos Aires,BA,6789,AR,2023-09-21 14:42:26
245,1241,Calle 7549,Piso 5 Dto B,Mar del Plata,Buenos Aires,BA,8242,AR,2023-12-10 04:15:09
246,1242,Calle 8000,Piso 1 Dto B,San Rafael,Mendoza,MZA,7568,AR,2025-01-30 09:51:50
247,1243,Calle 2114,Piso 8 Dto B,Rafaela,Santa Fe,SF,7122,AR,2023-09-12 16:45:11
248,1244,Calle 7375,,Río Cuarto,Córdoba,CBA,1934,AR,2024-05-20 07:25:52
249,1245,Calle 131,Piso 3 Dto A,Río Cuarto,Córdoba,CBA,7157,AR,2024-01-06 18:20:23
250,1246,Calle 3655,,Córdoba,Córdoba,CBA,6716,AR,2025-04-28 17:10:32
251,1247,Calle 7617,,Mar del Plata,Buenos Aires,BA,2775,AR,2025-01-11 15:10:39
252,1248,Calle 6579,Piso 6 Dto A,Rosario,Santa Fe,SF,6610,AR,2025-05-30 10:23:32
253,1249,Calle 7803,Piso 2 Dto B,Mar del Plata,Buenos Aires,BA,1627,AR,2025-08-29 18:06:03
254,1250,Calle 2385,Piso 11 Dto A,La Plata,Buenos Aires,BA,1513,AR,2024-12-16 18:02:45
255,1251,Calle 7047,,La Plata,Buenos Aires,BA,4465,AR,2023-06-10 15:22:01
256,1252,Calle 6930,,San Rafael,Mendoza,MZA,2369,AR,2023-12-12 04:22:18
257,1253,Calle 1339,Piso 5 Dto C,La Plata,Buenos Aires,BA,7876,AR,2025-07-29 05:08:23
258,1254,Calle 3016,Piso 1 Dto A,La Plata,Buenos Aires,BA,6603,AR,2024-08-09 05:25:12
